type,startDate,endDate,value
feature_activeEnergyBurned,2023-09-08 11:13:56 +0000,2023-09-08 11:13:59 +0000,0.138
feature_activeEnergyBurned,2023-09-08 11:13:54 +0000,2023-09-08 11:13:56 +0000,0.081
feature_activeEnergyBurned,2023-09-08 11:13:51 +0000,2023-09-08 11:13:54 +0000,0.081
feature_activeEnergyBurned,2023-09-08 11:13:48 +0000,2023-09-08 11:13:51 +0000,0.218
feature_activeEnergyBurned,2023-09-08 11:13:46 +0000,2023-09-08 11:13:48 +0000,0.218
feature_activeEnergyBurned,2023-09-08 11:13:43 +0000,2023-09-08 11:13:46 +0000,0.104
feature_activeEnergyBurned,2023-09-08 11:13:41 +0000,2023-09-08 11:13:43 +0000,0.104
feature_activeEnergyBurned,2023-09-08 11:13:38 +0000,2023-09-08 11:13:41 +0000,0.104
feature_activeEnergyBurned,2023-09-08 11:13:36 +0000,2023-09-08 11:13:38 +0000,0.104
feature_activeEnergyBurned,2023-09-08 11:13:33 +0000,2023-09-08 11:13:36 +0000,0.104
feature_activeEnergyBurned,2023-09-08 11:13:30 +0000,2023-09-08 11:13:33 +0000,0.104
feature_activeEnergyBurned,2023-09-08 11:13:28 +0000,2023-09-08 11:13:30 +0000,0.161
feature_activeEnergyBurned,2023-09-08 11:13:25 +0000,2023-09-08 11:13:28 +0000,0.218
feature_activeEnergyBurned,2023-09-08 11:13:23 +0000,2023-09-08 11:13:25 +0000,0.218
feature_activeEnergyBurned,2023-09-08 11:13:20 +0000,2023-09-08 11:13:23 +0000,0.218
feature_activeEnergyBurned,2023-09-08 11:13:18 +0000,2023-09-08 11:13:20 +0000,0.218
feature_activeEnergyBurned,2023-09-08 11:13:15 +0000,2023-09-08 11:13:18 +0000,0.218
feature_activeEnergyBurned,2023-09-08 11:13:12 +0000,2023-09-08 11:13:15 +0000,0.218
feature_activeEnergyBurned,2023-09-08 11:13:10 +0000,2023-09-08 11:13:12 +0000,0.218
feature_activeEnergyBurned,2023-09-08 11:13:07 +0000,2023-09-08 11:13:10 +0000,0.161
feature_activeEnergyBurned,2023-09-08 11:13:05 +0000,2023-09-08 11:13:07 +0000,0.161
feature_activeEnergyBurned,2023-09-08 11:13:02 +0000,2023-09-08 11:13:05 +0000,0.157
feature_activeEnergyBurned,2023-09-08 11:13:00 +0000,2023-09-08 11:13:02 +0000,0.153
feature_activeEnergyBurned,2023-09-08 11:12:57 +0000,2023-09-08 11:13:00 +0000,0.153
feature_activeEnergyBurned,2023-09-08 11:12:54 +0000,2023-09-08 11:12:57 +0000,0.153
feature_activeEnergyBurned,2023-09-08 11:12:52 +0000,2023-09-08 11:12:54 +0000,0.209
feature_activeEnergyBurned,2023-09-08 11:12:49 +0000,2023-09-08 11:12:52 +0000,0.223
feature_activeEnergyBurned,2023-09-08 11:12:47 +0000,2023-09-08 11:12:49 +0000,0.223
feature_activeEnergyBurned,2023-09-08 11:12:44 +0000,2023-09-08 11:12:47 +0000,0.18
feature_activeEnergyBurned,2023-09-08 11:12:42 +0000,2023-09-08 11:12:44 +0000,0.18
feature_activeEnergyBurned,2023-09-08 11:12:39 +0000,2023-09-08 11:12:42 +0000,0.187
feature_activeEnergyBurned,2023-09-08 11:12:36 +0000,2023-09-08 11:12:39 +0000,0.187
feature_activeEnergyBurned,2023-09-08 11:12:34 +0000,2023-09-08 11:12:36 +0000,0.129
feature_activeEnergyBurned,2023-09-08 11:12:31 +0000,2023-09-08 11:12:34 +0000,0.129
feature_activeEnergyBurned,2023-09-08 11:12:29 +0000,2023-09-08 11:12:31 +0000,0.255
feature_activeEnergyBurned,2023-09-08 11:12:26 +0000,2023-09-08 11:12:29 +0000,0.255
feature_activeEnergyBurned,2023-09-08 11:12:23 +0000,2023-09-08 11:12:26 +0000,0.121
feature_activeEnergyBurned,2023-09-08 11:12:21 +0000,2023-09-08 11:12:23 +0000,0.121
feature_activeEnergyBurned,2023-09-08 11:12:18 +0000,2023-09-08 11:12:21 +0000,0.109
feature_activeEnergyBurned,2023-09-08 11:12:16 +0000,2023-09-08 11:12:18 +0000,0.109
feature_activeEnergyBurned,2023-09-08 11:12:13 +0000,2023-09-08 11:12:16 +0000,0.101
feature_activeEnergyBurned,2023-09-08 11:12:11 +0000,2023-09-08 11:12:13 +0000,0.101
feature_activeEnergyBurned,2023-09-08 11:12:08 +0000,2023-09-08 11:12:11 +0000,0.087
feature_activeEnergyBurned,2023-09-08 11:12:05 +0000,2023-09-08 11:12:08 +0000,0.087
feature_activeEnergyBurned,2023-09-08 11:12:03 +0000,2023-09-08 11:12:05 +0000,0.093
feature_activeEnergyBurned,2023-09-08 11:12:00 +0000,2023-09-08 11:12:03 +0000,0.093
feature_activeEnergyBurned,2023-09-08 11:11:58 +0000,2023-09-08 11:12:00 +0000,0.101
feature_activeEnergyBurned,2023-09-08 11:11:55 +0000,2023-09-08 11:11:58 +0000,0.101
feature_activeEnergyBurned,2023-09-08 11:11:53 +0000,2023-09-08 11:11:55 +0000,0.101
feature_activeEnergyBurned,2023-09-08 11:11:50 +0000,2023-09-08 11:11:53 +0000,0.109
feature_activeEnergyBurned,2023-09-08 11:11:47 +0000,2023-09-08 11:11:50 +0000,0.168
feature_activeEnergyBurned,2023-09-08 11:11:45 +0000,2023-09-08 11:11:47 +0000,0.112
feature_activeEnergyBurned,2023-09-08 11:11:42 +0000,2023-09-08 11:11:45 +0000,0.123
feature_activeEnergyBurned,2023-09-08 11:11:40 +0000,2023-09-08 11:11:42 +0000,0.123
feature_activeEnergyBurned,2023-09-08 11:11:37 +0000,2023-09-08 11:11:40 +0000,0.123
feature_activeEnergyBurned,2023-09-08 11:11:35 +0000,2023-09-08 11:11:37 +0000,0.123
feature_activeEnergyBurned,2023-09-08 11:11:32 +0000,2023-09-08 11:11:35 +0000,0.123
feature_activeEnergyBurned,2023-09-08 11:11:29 +0000,2023-09-08 11:11:32 +0000,0.126
feature_activeEnergyBurned,2023-09-08 11:11:27 +0000,2023-09-08 11:11:29 +0000,0.126
feature_activeEnergyBurned,2023-09-08 11:11:24 +0000,2023-09-08 11:11:27 +0000,0.126
feature_activeEnergyBurned,2023-09-08 11:11:22 +0000,2023-09-08 11:11:24 +0000,0.126
feature_activeEnergyBurned,2023-09-08 11:11:19 +0000,2023-09-08 11:11:22 +0000,0.121
feature_activeEnergyBurned,2023-09-08 11:11:17 +0000,2023-09-08 11:11:19 +0000,0.121
feature_activeEnergyBurned,2023-09-08 11:11:14 +0000,2023-09-08 11:11:17 +0000,0.121
feature_activeEnergyBurned,2023-09-08 11:11:11 +0000,2023-09-08 11:11:14 +0000,0.121
feature_activeEnergyBurned,2023-09-08 11:11:09 +0000,2023-09-08 11:11:11 +0000,0.121
feature_activeEnergyBurned,2023-09-08 11:11:06 +0000,2023-09-08 11:11:09 +0000,0.121
feature_activeEnergyBurned,2023-09-08 11:11:04 +0000,2023-09-08 11:11:06 +0000,0.123
feature_activeEnergyBurned,2023-09-08 11:11:01 +0000,2023-09-08 11:11:04 +0000,0.123
feature_activeEnergyBurned,2023-09-08 11:10:59 +0000,2023-09-08 11:11:01 +0000,0.123
feature_activeEnergyBurned,2023-09-08 11:10:56 +0000,2023-09-08 11:10:59 +0000,0.187
feature_activeEnergyBurned,2023-09-08 11:10:53 +0000,2023-09-08 11:10:56 +0000,0.255
feature_activeEnergyBurned,2023-09-08 11:10:51 +0000,2023-09-08 11:10:53 +0000,0.255
feature_activeEnergyBurned,2023-09-08 11:10:48 +0000,2023-09-08 11:10:51 +0000,0.123
feature_activeEnergyBurned,2023-09-08 11:10:46 +0000,2023-09-08 11:10:48 +0000,0.123
feature_activeEnergyBurned,2023-09-08 11:10:43 +0000,2023-09-08 11:10:46 +0000,0.123
feature_activeEnergyBurned,2023-09-08 11:10:41 +0000,2023-09-08 11:10:43 +0000,0.123
feature_activeEnergyBurned,2023-09-08 11:10:38 +0000,2023-09-08 11:10:41 +0000,0.121
feature_activeEnergyBurned,2023-09-08 11:10:35 +0000,2023-09-08 11:10:38 +0000,0.121
feature_activeEnergyBurned,2023-09-08 11:10:33 +0000,2023-09-08 11:10:35 +0000,0.115
feature_activeEnergyBurned,2023-09-08 11:10:30 +0000,2023-09-08 11:10:33 +0000,0.115
feature_activeEnergyBurned,2023-09-08 11:10:28 +0000,2023-09-08 11:10:30 +0000,0.115
feature_activeEnergyBurned,2023-09-08 11:10:25 +0000,2023-09-08 11:10:28 +0000,0.227
feature_activeEnergyBurned,2023-09-08 11:10:23 +0000,2023-09-08 11:10:25 +0000,0.227
feature_activeEnergyBurned,2023-09-08 11:10:20 +0000,2023-09-08 11:10:23 +0000,0.202
feature_activeEnergyBurned,2023-09-08 11:10:17 +0000,2023-09-08 11:10:20 +0000,0.157
feature_activeEnergyBurned,2023-09-08 11:10:15 +0000,2023-09-08 11:10:17 +0000,0.141
feature_activeEnergyBurned,2023-09-08 11:03:41 +0000,2023-09-08 11:03:51 +0000,0.037
feature_activeEnergyBurned,2023-09-08 11:03:31 +0000,2023-09-08 11:03:41 +0000,0.062
feature_activeEnergyBurned,2023-09-08 11:03:21 +0000,2023-09-08 11:03:31 +0000,0.062
feature_activeEnergyBurned,2023-09-08 11:03:10 +0000,2023-09-08 11:03:21 +0000,0.047
feature_activeEnergyBurned,2023-09-08 11:03:00 +0000,2023-09-08 11:03:10 +0000,0.073
feature_activeEnergyBurned,2023-09-08 11:01:58 +0000,2023-09-08 11:03:00 +0000,1.917
feature_activeEnergyBurned,2023-09-08 11:00:57 +0000,2023-09-08 11:01:58 +0000,1.035
feature_activeEnergyBurned,2023-09-08 11:00:15 +0000,2023-09-08 11:00:57 +0000,0.417
feature_activeEnergyBurned,2023-09-08 10:59:14 +0000,2023-09-08 10:59:55 +0000,1.5819999999999999
feature_activeEnergyBurned,2023-09-08 10:58:12 +0000,2023-09-08 10:59:14 +0000,4.591
feature_activeEnergyBurned,2023-09-08 10:58:09 +0000,2023-09-08 10:58:12 +0000,0.47
feature_activeEnergyBurned,2023-09-08 10:58:07 +0000,2023-09-08 10:58:09 +0000,0.45
feature_activeEnergyBurned,2023-09-08 10:58:04 +0000,2023-09-08 10:58:07 +0000,0.491
feature_activeEnergyBurned,2023-09-08 10:58:02 +0000,2023-09-08 10:58:04 +0000,0.45
feature_activeEnergyBurned,2023-09-08 10:57:59 +0000,2023-09-08 10:58:02 +0000,0.463
feature_activeEnergyBurned,2023-09-08 10:57:56 +0000,2023-09-08 10:57:59 +0000,0.463
feature_activeEnergyBurned,2023-09-08 10:57:54 +0000,2023-09-08 10:57:56 +0000,0.473
feature_activeEnergyBurned,2023-09-08 10:57:51 +0000,2023-09-08 10:57:54 +0000,0.481
feature_activeEnergyBurned,2023-09-08 10:57:49 +0000,2023-09-08 10:57:51 +0000,0.481
feature_activeEnergyBurned,2023-09-08 10:57:46 +0000,2023-09-08 10:57:49 +0000,0.461
feature_activeEnergyBurned,2023-09-08 10:57:44 +0000,2023-09-08 10:57:46 +0000,0.457
feature_activeEnergyBurned,2023-09-08 10:57:41 +0000,2023-09-08 10:57:44 +0000,0.457
feature_activeEnergyBurned,2023-09-08 10:57:38 +0000,2023-09-08 10:57:41 +0000,0.466
feature_activeEnergyBurned,2023-09-08 10:57:36 +0000,2023-09-08 10:57:38 +0000,0.468
feature_activeEnergyBurned,2023-09-08 10:57:33 +0000,2023-09-08 10:57:36 +0000,0.475
feature_activeEnergyBurned,2023-09-08 10:57:31 +0000,2023-09-08 10:57:33 +0000,0.49
feature_activeEnergyBurned,2023-09-08 10:57:28 +0000,2023-09-08 10:57:31 +0000,0.497
feature_activeEnergyBurned,2023-09-08 10:57:26 +0000,2023-09-08 10:57:28 +0000,0.498
feature_activeEnergyBurned,2023-09-08 10:57:23 +0000,2023-09-08 10:57:26 +0000,0.498
feature_activeEnergyBurned,2023-09-08 10:57:20 +0000,2023-09-08 10:57:23 +0000,0.493
feature_activeEnergyBurned,2023-09-08 10:57:18 +0000,2023-09-08 10:57:20 +0000,0.49
feature_activeEnergyBurned,2023-09-08 10:57:15 +0000,2023-09-08 10:57:18 +0000,0.484
feature_activeEnergyBurned,2023-09-08 10:57:13 +0000,2023-09-08 10:57:15 +0000,0.477
feature_activeEnergyBurned,2023-09-08 10:57:10 +0000,2023-09-08 10:57:13 +0000,0.477
feature_activeEnergyBurned,2023-09-08 10:57:07 +0000,2023-09-08 10:57:10 +0000,0.483
feature_activeEnergyBurned,2023-09-08 10:57:05 +0000,2023-09-08 10:57:07 +0000,0.484
feature_activeEnergyBurned,2023-09-08 10:57:02 +0000,2023-09-08 10:57:05 +0000,0.483
feature_activeEnergyBurned,2023-09-08 10:57:00 +0000,2023-09-08 10:57:02 +0000,0.478
feature_activeEnergyBurned,2023-09-08 10:56:57 +0000,2023-09-08 10:57:00 +0000,0.474
feature_activeEnergyBurned,2023-09-08 10:56:55 +0000,2023-09-08 10:56:57 +0000,0.474
feature_activeEnergyBurned,2023-09-08 10:56:52 +0000,2023-09-08 10:56:55 +0000,0.478
feature_activeEnergyBurned,2023-09-08 10:56:49 +0000,2023-09-08 10:56:52 +0000,0.478
feature_activeEnergyBurned,2023-09-08 10:56:47 +0000,2023-09-08 10:56:49 +0000,0.478
feature_activeEnergyBurned,2023-09-08 10:56:44 +0000,2023-09-08 10:56:47 +0000,0.476
feature_activeEnergyBurned,2023-09-08 10:56:42 +0000,2023-09-08 10:56:44 +0000,0.467
feature_activeEnergyBurned,2023-09-08 10:56:39 +0000,2023-09-08 10:56:42 +0000,0.464
feature_activeEnergyBurned,2023-09-08 10:56:37 +0000,2023-09-08 10:56:39 +0000,0.46
feature_activeEnergyBurned,2023-09-08 10:56:34 +0000,2023-09-08 10:56:37 +0000,0.456
feature_activeEnergyBurned,2023-09-08 10:56:31 +0000,2023-09-08 10:56:34 +0000,0.456
feature_activeEnergyBurned,2023-09-08 10:56:29 +0000,2023-09-08 10:56:31 +0000,0.458
feature_activeEnergyBurned,2023-09-08 10:56:26 +0000,2023-09-08 10:56:29 +0000,0.458
feature_activeEnergyBurned,2023-09-08 10:56:24 +0000,2023-09-08 10:56:26 +0000,0.441
feature_activeEnergyBurned,2023-09-08 10:56:21 +0000,2023-09-08 10:56:24 +0000,0.441
feature_activeEnergyBurned,2023-09-08 10:56:19 +0000,2023-09-08 10:56:21 +0000,0.442
feature_activeEnergyBurned,2023-09-08 10:56:16 +0000,2023-09-08 10:56:19 +0000,0.446
feature_activeEnergyBurned,2023-09-08 10:56:13 +0000,2023-09-08 10:56:16 +0000,0.476
feature_activeEnergyBurned,2023-09-08 10:56:11 +0000,2023-09-08 10:56:13 +0000,0.476
feature_activeEnergyBurned,2023-09-08 10:56:08 +0000,2023-09-08 10:56:11 +0000,0.476
feature_activeEnergyBurned,2023-09-08 10:56:06 +0000,2023-09-08 10:56:08 +0000,0.465
feature_activeEnergyBurned,2023-09-08 10:56:03 +0000,2023-09-08 10:56:06 +0000,0.46
feature_activeEnergyBurned,2023-09-08 10:56:01 +0000,2023-09-08 10:56:03 +0000,0.465
feature_activeEnergyBurned,2023-09-08 10:55:58 +0000,2023-09-08 10:56:01 +0000,0.47
feature_activeEnergyBurned,2023-09-08 10:55:55 +0000,2023-09-08 10:55:58 +0000,0.47
feature_activeEnergyBurned,2023-09-08 10:55:53 +0000,2023-09-08 10:55:55 +0000,0.47
feature_activeEnergyBurned,2023-09-08 10:55:50 +0000,2023-09-08 10:55:53 +0000,0.45
feature_activeEnergyBurned,2023-09-08 10:55:48 +0000,2023-09-08 10:55:50 +0000,0.442
feature_activeEnergyBurned,2023-09-08 10:55:45 +0000,2023-09-08 10:55:48 +0000,0.442
feature_activeEnergyBurned,2023-09-08 10:55:43 +0000,2023-09-08 10:55:45 +0000,0.447
feature_activeEnergyBurned,2023-09-08 10:55:40 +0000,2023-09-08 10:55:43 +0000,0.447
feature_activeEnergyBurned,2023-09-08 10:55:37 +0000,2023-09-08 10:55:40 +0000,0.451
feature_activeEnergyBurned,2023-09-08 10:55:35 +0000,2023-09-08 10:55:37 +0000,0.457
feature_activeEnergyBurned,2023-09-08 10:55:32 +0000,2023-09-08 10:55:35 +0000,0.46
feature_activeEnergyBurned,2023-09-08 10:55:30 +0000,2023-09-08 10:55:32 +0000,0.463
feature_activeEnergyBurned,2023-09-08 10:55:27 +0000,2023-09-08 10:55:30 +0000,0.474
feature_activeEnergyBurned,2023-09-08 10:55:25 +0000,2023-09-08 10:55:27 +0000,0.475
feature_activeEnergyBurned,2023-09-08 10:55:22 +0000,2023-09-08 10:55:25 +0000,0.475
feature_activeEnergyBurned,2023-09-08 10:55:19 +0000,2023-09-08 10:55:22 +0000,0.467
feature_activeEnergyBurned,2023-09-08 10:55:17 +0000,2023-09-08 10:55:19 +0000,0.465
feature_activeEnergyBurned,2023-09-08 10:55:14 +0000,2023-09-08 10:55:17 +0000,0.462
feature_activeEnergyBurned,2023-09-08 10:55:12 +0000,2023-09-08 10:55:14 +0000,0.457
feature_activeEnergyBurned,2023-09-08 10:55:09 +0000,2023-09-08 10:55:12 +0000,0.451
feature_activeEnergyBurned,2023-09-08 10:55:07 +0000,2023-09-08 10:55:09 +0000,0.451
feature_activeEnergyBurned,2023-09-08 10:55:04 +0000,2023-09-08 10:55:07 +0000,0.455
feature_activeEnergyBurned,2023-09-08 10:55:01 +0000,2023-09-08 10:55:04 +0000,0.456
feature_activeEnergyBurned,2023-09-08 10:54:59 +0000,2023-09-08 10:55:01 +0000,0.459
feature_activeEnergyBurned,2023-09-08 10:54:56 +0000,2023-09-08 10:54:59 +0000,0.459
feature_activeEnergyBurned,2023-09-08 10:54:54 +0000,2023-09-08 10:54:56 +0000,0.459
feature_activeEnergyBurned,2023-09-08 10:54:51 +0000,2023-09-08 10:54:54 +0000,0.466
feature_activeEnergyBurned,2023-09-08 10:54:49 +0000,2023-09-08 10:54:51 +0000,0.467
feature_activeEnergyBurned,2023-09-08 10:54:46 +0000,2023-09-08 10:54:49 +0000,0.466
feature_activeEnergyBurned,2023-09-08 10:54:43 +0000,2023-09-08 10:54:46 +0000,0.453
feature_activeEnergyBurned,2023-09-08 10:54:41 +0000,2023-09-08 10:54:43 +0000,0.453
feature_activeEnergyBurned,2023-09-08 10:54:38 +0000,2023-09-08 10:54:41 +0000,0.455
feature_activeEnergyBurned,2023-09-08 10:54:36 +0000,2023-09-08 10:54:38 +0000,0.46
feature_activeEnergyBurned,2023-09-08 10:54:33 +0000,2023-09-08 10:54:36 +0000,0.46
feature_activeEnergyBurned,2023-09-08 10:54:31 +0000,2023-09-08 10:54:33 +0000,0.453
feature_activeEnergyBurned,2023-09-08 10:54:28 +0000,2023-09-08 10:54:31 +0000,0.453
feature_activeEnergyBurned,2023-09-08 10:54:25 +0000,2023-09-08 10:54:28 +0000,0.475
feature_activeEnergyBurned,2023-09-08 10:54:23 +0000,2023-09-08 10:54:25 +0000,0.487
feature_activeEnergyBurned,2023-09-08 10:54:20 +0000,2023-09-08 10:54:23 +0000,0.495
feature_activeEnergyBurned,2023-09-08 10:54:18 +0000,2023-09-08 10:54:20 +0000,0.495
feature_activeEnergyBurned,2023-09-08 10:54:15 +0000,2023-09-08 10:54:18 +0000,0.491
feature_activeEnergyBurned,2023-09-08 10:54:13 +0000,2023-09-08 10:54:15 +0000,0.47
feature_activeEnergyBurned,2023-09-08 10:54:10 +0000,2023-09-08 10:54:13 +0000,0.462
feature_activeEnergyBurned,2023-09-08 10:54:07 +0000,2023-09-08 10:54:10 +0000,0.453
feature_activeEnergyBurned,2023-09-08 10:54:05 +0000,2023-09-08 10:54:07 +0000,0.453
feature_activeEnergyBurned,2023-09-08 10:54:02 +0000,2023-09-08 10:54:05 +0000,0.457
feature_activeEnergyBurned,2023-09-08 10:54:00 +0000,2023-09-08 10:54:02 +0000,0.468
feature_activeEnergyBurned,2023-09-08 10:53:57 +0000,2023-09-08 10:54:00 +0000,0.475
feature_activeEnergyBurned,2023-09-08 10:53:54 +0000,2023-09-08 10:53:57 +0000,0.476
feature_activeEnergyBurned,2023-09-08 10:53:52 +0000,2023-09-08 10:53:54 +0000,0.476
feature_activeEnergyBurned,2023-09-08 10:53:49 +0000,2023-09-08 10:53:52 +0000,0.468
feature_activeEnergyBurned,2023-09-08 10:53:47 +0000,2023-09-08 10:53:49 +0000,0.467
feature_activeEnergyBurned,2023-09-08 10:53:44 +0000,2023-09-08 10:53:47 +0000,0.467
feature_activeEnergyBurned,2023-09-08 10:53:42 +0000,2023-09-08 10:53:44 +0000,0.475
feature_activeEnergyBurned,2023-09-08 10:53:39 +0000,2023-09-08 10:53:42 +0000,0.475
feature_activeEnergyBurned,2023-09-08 10:53:36 +0000,2023-09-08 10:53:39 +0000,0.474
feature_activeEnergyBurned,2023-09-08 10:53:34 +0000,2023-09-08 10:53:36 +0000,0.472
feature_activeEnergyBurned,2023-09-08 10:53:31 +0000,2023-09-08 10:53:34 +0000,0.464
feature_activeEnergyBurned,2023-09-08 10:53:29 +0000,2023-09-08 10:53:31 +0000,0.464
feature_activeEnergyBurned,2023-09-08 10:53:26 +0000,2023-09-08 10:53:29 +0000,0.471
feature_activeEnergyBurned,2023-09-08 10:53:24 +0000,2023-09-08 10:53:26 +0000,0.471
feature_activeEnergyBurned,2023-09-08 10:53:21 +0000,2023-09-08 10:53:24 +0000,0.47
feature_activeEnergyBurned,2023-09-08 10:53:18 +0000,2023-09-08 10:53:21 +0000,0.469
feature_activeEnergyBurned,2023-09-08 10:53:16 +0000,2023-09-08 10:53:18 +0000,0.469
feature_activeEnergyBurned,2023-09-08 10:53:13 +0000,2023-09-08 10:53:16 +0000,0.483
feature_activeEnergyBurned,2023-09-08 10:53:11 +0000,2023-09-08 10:53:13 +0000,0.493
feature_activeEnergyBurned,2023-09-08 10:53:08 +0000,2023-09-08 10:53:11 +0000,0.495
feature_activeEnergyBurned,2023-09-08 10:53:06 +0000,2023-09-08 10:53:08 +0000,0.493
feature_activeEnergyBurned,2023-09-08 10:53:03 +0000,2023-09-08 10:53:06 +0000,0.481
feature_activeEnergyBurned,2023-09-08 10:53:00 +0000,2023-09-08 10:53:03 +0000,0.475
feature_activeEnergyBurned,2023-09-08 10:52:58 +0000,2023-09-08 10:53:00 +0000,0.474
feature_activeEnergyBurned,2023-09-08 10:52:55 +0000,2023-09-08 10:52:58 +0000,0.473
feature_activeEnergyBurned,2023-09-08 10:52:53 +0000,2023-09-08 10:52:55 +0000,0.473
feature_activeEnergyBurned,2023-09-08 10:52:50 +0000,2023-09-08 10:52:53 +0000,0.468
feature_activeEnergyBurned,2023-09-08 10:52:48 +0000,2023-09-08 10:52:50 +0000,0.468
feature_activeEnergyBurned,2023-09-08 10:52:45 +0000,2023-09-08 10:52:48 +0000,0.468
feature_activeEnergyBurned,2023-09-08 10:52:42 +0000,2023-09-08 10:52:45 +0000,0.469
feature_activeEnergyBurned,2023-09-08 10:52:40 +0000,2023-09-08 10:52:42 +0000,0.469
feature_activeEnergyBurned,2023-09-08 10:52:37 +0000,2023-09-08 10:52:40 +0000,0.472
feature_activeEnergyBurned,2023-09-08 10:52:35 +0000,2023-09-08 10:52:37 +0000,0.474
feature_activeEnergyBurned,2023-09-08 10:52:32 +0000,2023-09-08 10:52:35 +0000,0.483
feature_activeEnergyBurned,2023-09-08 10:52:30 +0000,2023-09-08 10:52:32 +0000,0.483
feature_activeEnergyBurned,2023-09-08 10:52:27 +0000,2023-09-08 10:52:30 +0000,0.485
feature_activeEnergyBurned,2023-09-08 10:52:24 +0000,2023-09-08 10:52:27 +0000,0.486
feature_activeEnergyBurned,2023-09-08 10:52:22 +0000,2023-09-08 10:52:24 +0000,0.488
feature_activeEnergyBurned,2023-09-08 10:52:19 +0000,2023-09-08 10:52:22 +0000,0.488
feature_activeEnergyBurned,2023-09-08 10:52:17 +0000,2023-09-08 10:52:19 +0000,0.477
feature_activeEnergyBurned,2023-09-08 10:52:14 +0000,2023-09-08 10:52:17 +0000,0.477
feature_activeEnergyBurned,2023-09-08 10:52:12 +0000,2023-09-08 10:52:14 +0000,0.478
feature_activeEnergyBurned,2023-09-08 10:52:09 +0000,2023-09-08 10:52:12 +0000,0.478
feature_activeEnergyBurned,2023-09-08 10:52:06 +0000,2023-09-08 10:52:09 +0000,0.475
feature_activeEnergyBurned,2023-09-08 10:52:04 +0000,2023-09-08 10:52:06 +0000,0.475
feature_activeEnergyBurned,2023-09-08 10:52:01 +0000,2023-09-08 10:52:04 +0000,0.474
feature_activeEnergyBurned,2023-09-08 10:51:59 +0000,2023-09-08 10:52:01 +0000,0.473
feature_activeEnergyBurned,2023-09-08 10:51:56 +0000,2023-09-08 10:51:59 +0000,0.465
feature_activeEnergyBurned,2023-09-08 10:51:54 +0000,2023-09-08 10:51:56 +0000,0.465
feature_activeEnergyBurned,2023-09-08 10:51:51 +0000,2023-09-08 10:51:54 +0000,0.467
feature_activeEnergyBurned,2023-09-08 10:51:48 +0000,2023-09-08 10:51:51 +0000,0.467
feature_activeEnergyBurned,2023-09-08 10:51:46 +0000,2023-09-08 10:51:48 +0000,0.467
feature_activeEnergyBurned,2023-09-08 10:51:43 +0000,2023-09-08 10:51:46 +0000,0.468
feature_activeEnergyBurned,2023-09-08 10:51:41 +0000,2023-09-08 10:51:43 +0000,0.48
feature_activeEnergyBurned,2023-09-08 10:51:38 +0000,2023-09-08 10:51:41 +0000,0.486
feature_activeEnergyBurned,2023-09-08 10:51:36 +0000,2023-09-08 10:51:38 +0000,0.486
feature_activeEnergyBurned,2023-09-08 10:51:33 +0000,2023-09-08 10:51:36 +0000,0.483
feature_activeEnergyBurned,2023-09-08 10:51:30 +0000,2023-09-08 10:51:33 +0000,0.483
feature_activeEnergyBurned,2023-09-08 10:51:28 +0000,2023-09-08 10:51:30 +0000,0.483
feature_activeEnergyBurned,2023-09-08 10:51:25 +0000,2023-09-08 10:51:28 +0000,0.484
feature_activeEnergyBurned,2023-09-08 10:51:23 +0000,2023-09-08 10:51:25 +0000,0.484
feature_activeEnergyBurned,2023-09-08 10:51:20 +0000,2023-09-08 10:51:23 +0000,0.484
feature_activeEnergyBurned,2023-09-08 10:51:18 +0000,2023-09-08 10:51:20 +0000,0.491
feature_activeEnergyBurned,2023-09-08 10:51:15 +0000,2023-09-08 10:51:18 +0000,0.495
feature_activeEnergyBurned,2023-09-08 10:51:12 +0000,2023-09-08 10:51:15 +0000,0.495
feature_activeEnergyBurned,2023-09-08 10:51:10 +0000,2023-09-08 10:51:12 +0000,0.489
feature_activeEnergyBurned,2023-09-08 10:51:07 +0000,2023-09-08 10:51:10 +0000,0.482
feature_activeEnergyBurned,2023-09-08 10:51:05 +0000,2023-09-08 10:51:07 +0000,0.48
feature_activeEnergyBurned,2023-09-08 10:51:02 +0000,2023-09-08 10:51:05 +0000,0.48
feature_activeEnergyBurned,2023-09-08 10:51:00 +0000,2023-09-08 10:51:02 +0000,0.493
feature_activeEnergyBurned,2023-09-08 10:50:57 +0000,2023-09-08 10:51:00 +0000,0.494
feature_activeEnergyBurned,2023-09-08 10:50:54 +0000,2023-09-08 10:50:57 +0000,0.499
feature_activeEnergyBurned,2023-09-08 10:50:52 +0000,2023-09-08 10:50:54 +0000,0.501
feature_activeEnergyBurned,2023-09-08 10:50:49 +0000,2023-09-08 10:50:52 +0000,0.501
feature_activeEnergyBurned,2023-09-08 10:50:47 +0000,2023-09-08 10:50:49 +0000,0.501
feature_activeEnergyBurned,2023-09-08 10:50:44 +0000,2023-09-08 10:50:47 +0000,0.501
feature_activeEnergyBurned,2023-09-08 10:50:42 +0000,2023-09-08 10:50:44 +0000,0.503
feature_activeEnergyBurned,2023-09-08 10:50:39 +0000,2023-09-08 10:50:42 +0000,0.503
feature_activeEnergyBurned,2023-09-08 10:50:36 +0000,2023-09-08 10:50:39 +0000,0.499
